definition_key,defining_subtopic,slug,sha256,links
950-350 Backplant,950-350,backplant,6bdef000ee326142b52c6b2e0bb35da5329a814532f8e5a7b7967be8c72f4677,2
950-350 TitlePlant,950-350,title-plant,eee597cec1df8f6f9d20c4d5e75057a2c04a18e153d21d6c4d7558684f8259d5,6
952-10 ContinuingFranchiseFee,952-10,continuing-franchise-fees,bba116ebc0d3b2e8527d367a9aba8c22c15d6678a5ec614c0ef2800c81ce0eea,1
952-10 FranchiseAgreement,952-10,franchise-agreement,83e1c2b387c53a0b464d46ccf6981909cbe6fc2069f8bed0072f404dce96fa04,2
952-10 Franchisee,952-10,franchisee,c2bfb0f38165c452263f33f9e348d68aa4a6cdc57b003be89de9c65b3eca6b32,1
952-10 Franchisor,952-10,franchisor,8496567aa60182bb8f1818da7091e786a55bb23ea9e470bd89e201766dc5c4bf,10
954-10 EquityTransfer,954-10,equity-transfer,6dd8a9d4bd8ac3595844f643b64fc78bbccb74ed51a6087dc5634d60e34ace26,7
954-10 HealthMaintenanceOrganization,954-10,health-maintenance-organization,e9534b1d8073e28b690ac54b4a878473fd2c668fea500f0680ee67e032cca8d1,3
954-10 PrepaidHealthCareServices,954-10,prepaid-health-care-services,25ceec4113c6e89e1b769cff10da7865297a41ce73d42dbf02ce9bcecf9a1984,3
954-10 PrepaidHealthCareServicesProviders,954-10,prepaid-health-care-services-providers,9e4a7907ed21bd17e0a9d5a421eb8af6b6b02db903d9b7dd7609a3bacd7831c2,1
954-205 PerformanceIndicator,954-205,performance-indicator,56fd92f30cff618b7de3a1a9e6704680283b051fb51e8d4f538dda3a7d2fdb72,15
954-310 Stop-lossInsurance,954-310,stop-loss-insurance,11e2a77451a168a1605e5751f05b7fab754bf46bf75f77e4f6240c0ebc47fb36,7
954-605 CharityCare,954-605,charity-care,41f73df548b3915d914e87740703c362ac9409117af043f2790f9b5168069701,2
958-10 Board-designatedEndowmentFund,958-10,board-designated-endowment-fund,325641f9802b9cf2fc70e5c660e82d28f43e2cbf8e2460422a2467c6d501d234,10
958-10 Donor-imposedRestriction,958-10,donor-imposed-restriction,32b34ee233f96c380dd6ef75a4997c86cf7ea281f75a802803678ed92b5d2ea8,54
958-10 Donor-restrictedEndowmentFund,958-10,donor-restricted-endowment-fund,73b68491c6fd23c6e6809aa9e35c2d79b3b3579c421f33918a9719b32c4664f5,13
958-10 EndowmentFund,958-10,endowment-fund,06831309ac1e3a5f8aff7fc54249f72da876e2b8b8d7780033be45a1e6eb9822,11
958-10 NonfinancialAsset,958-10,nonfinancial-asset,3358cbcd37628e040d6845b722fdb1bda2ae84edea2dc46c0b60010c733a2ff8,16
958-10 Stipulation,958-10,stipulation,70390ea37637d1cf2d6933071ce5f4ba5b872a8926d30428de184f7fb8b01cf0,7
958-10 TermEndowment,958-10,term-endowment,fb265be082779fe7b39ef3a242cf9d141e08b2051d952fcc221330e672fe37ba,4
958-10 VoluntaryHealthandWelfareEntity,958-10,voluntary-health-and-welfare-entity,f5c72f79c538f73b2637a19f43423e9f76fd238518b982eb5d89cd3da3da44b1,1
958-20 FinanciallyInterrelatedEntities,958-20,financially-interrelated-entities,6147908d1903d2afd5c69221c1b45be838d4778f1afdb32ab49da3a2183b513f,13
958-20 OngoingEconomicInterestintheNetAssetsofAnother,958-20,ongoing-economic-interest-in-the-net-assets-of-another,32fb4da1d32f7a8580647bf32a82ec57f2ef42373b77d37b8328d95152cd37e3,3
958-20 RecipientEntity,958-20,recipient-entity,4cf08e7cff0a68f40bcb8d2e469a0425120ed292b3db90e08d34562e442d76ea,19
958-205 FundsFunctioningasEndowment,958-205,funds-functioning-as-endowment,904a2de5e6e838e3cad05ffe57e07111fd95b1d2893ed296ccb404a9252fc3ed,8
958-205 SpendingRate,958-205,spending-rate,9d7d61847172b3cea348ddd7027a04d796dd35a83c95b4aa54b992330264bb37,4
958-205 TotalReturn,958-205,total-return,1c64e5e51f4104726e60c338d65dfbc3c644d29d4a5ece0dc916537832dacc8b,2
958-210 FinancialFlexibility,958-210,financial-flexibility,99a375d0d50b23312489a64485c3f990005144e0cf9dacb81f0796973e193f78,3
958-210 Liquidity,958-210,liquidity,671276ae79e63dfabd11f91aa1c7f60dbd9e3c8daa58f74c6efed786c0e7e971,7
958-30 AnnuityTrust,958-30,annuity-trust,7281b9cadf9addfc73a8261cabdb050f089400681b7449ad9ea8171151235674,3
958-30 CharitableGiftAnnuity,958-30,charitable-gift-annuity,7c6f380af1e0791163eeb4996e036e2276ed5d10de790afae321489fc7138aa1,5
958-30 CharitableLeadAnnuityTrust,958-30,charitable-lead-annuity-trust,f15dd5346e8479b871c58e85b47bb1fdf13ee5e62536bc6a000e5aeaf15f3d4e,1
958-30 CharitableLeadTrust,958-30,charitable-lead-trust,54793c5454b66fde9ae7b00d3e5b9a24763304f86cfa71862b8f1120ca1beb2d,3
958-30 CharitableLeadUnitrust,958-30,charitable-lead-unitrust,b58719a5fb8e02dba098bd99f5fa9bd02e1c48f0fc39fbfba66bbac1066c54a6,1
958-30 CharitableRemainderAnnuityTrust,958-30,charitable-remainder-annuity-trust,88490cfc7ae0be2b51f313d8607ae82fb8d7ace3c2e44987fb34f8ed11310f17,2
958-30 CharitableRemainderTrust,958-30,charitable-remainder-trust,64c7ddb695caa79cb75d972d2d68079c026dbc0b380cab0de945ca10935d646f,3
958-30 CharitableRemainderUnitrust,958-30,charitable-remainder-unitrust,04615e35a0080196582fd3cd333ef02ec8ad8a7c5d2d43328c9f023886d2276b,2
958-30 LeadInterest,958-30,lead-interest,bd5e985854d06295a4f5cbadd7ace2a04b4f7308a1dae071f93e831706793a9b,5
958-30 NetIncomeUnitrust,958-30,net-income-unitrust,6dfe5a7258c4d135157653f37e43390db7d3d976bbdddf4804e3367f5f036eb0,2
958-30 RemainderInterest,958-30,remainder-interest,d693d8f83daa28d0f30c9e5b221138386c1d4a79353bf4537d30ad1f800ced65,7
958-30 Split-interestAgreement,958-30,split-interest-agreement,bfd0617b2ee0af3da6a5821d4ece3ead23b729d65f9bbad3fec41df184f17000,11
958-360 Collections,958-360,collections,169e044c2b1416f541a32837846442828720ac05368032f788cdd51bbc19310c,18
958-605 AgencyTransaction,958-605,agency-transaction,425262672393d1abe64baf23124e2a22b985bfcda3eccef6b8ad6b634cc0d234,13
958-605 Agent,958-605,agent,dc43eb45514abffb8757addc9a42dedf3d2bc05697025a62012470fc3bad5cde,20
958-605 ConditionalPromisetoGive,958-605,conditional-promise-to-give,491c14667b2ede78e64758d6e3a6a1db075594570c3d5afccaff14b6eec167b8,16
958-605 Donor-imposedCondition,958-605,donor-imposed-condition,e47ed40c67aaa430faa87ec54c4495f19506619dab854561be6fc27f4f4647e8,30
958-605 Intermediary,958-605,intermediary,defb8d664b30c8728082aee5872859bbe6878751a6cb3ce9972b4cb8e6f6ae57,16
958-605 NonreciprocalTransfer,958-605,nonreciprocal-transfer,2177d4f162b90edd3627d81a6fa7e07478f628ffd8b422d8df2e78b84071477e,2
958-605 PerpetualTrustHeldByaThirdParty,958-605,perpetual-trust-held-by-a-third-party,59cd73481f3fea14934b3831d4c7397be88b24542223377ac86bc287df51f5bf,3
958-605 SpecializedSkills,958-605,specialized-skills,7c773ba0a48e9b1e2bb1d500d53c962625a671aba414b80f60860b4838a4f5b0,4
958-605 Trustee,958-605,trustee,dfaa8ed16f15f895c9298915d7e686d40bd09e20836f7034425572d29c33a5e8,20
958-605 VariancePower,958-605,variance-power,87b602dc08cb6fe54900c6dcc4dcc8e5417f81fbab2c98bf948c843d49925bea,8
958-720 Activities,958-720,activities,d1e4107a5f2510c2af5e9a9532b193f21418e24d4ebb6606c63228fe7e0ffe9b,6
958-720 Causes,958-720,causes,3b2a7801b2924fb4112aef6754f4dde3571a09b787e1c1716c10bc1f22c332ae,2
958-720 Compensation,958-720,compensation,f4e5d92d6b0147a77bb48aa50a18784326dcdb88c9ae21845441e3d3125c440c,2
958-720 CostsofJointActivities,958-720,costs-of-joint-activities,e11fe443e376beb304ed774c2c6b9b64d8e1cd5035fda29c0c272ef4be889af1,2
958-720 Fees,958-720,fees,ca73d457fe901168a785cf3eed85397fc3eae0f12c62f2cd1fd4061f0b894089,2
958-720 FundraisingActivities,958-720,fundraising-activities,6da3ed1f683d1e88aec9d5ba5e8d5cf4f1e693a76c807dee5a66fd90afcb0447,6
958-720 JointActivity,958-720,joint-activity,fb5d297897a3d14da8b6c54cfa20a481f6e054655c032f7f2e74bcca85ab6dec,4
958-720 JointCosts,958-720,joint-costs,90d135349b04da335433e03e48b4615cc24e5e52d29ef78ef60268696b89c6e3,4
958-720 ManagementandGeneralActivities,958-720,management-and-general-activities,2de2070783d3b15f9f55ad54b9441c02ceba0cce44a9a2b5c37a6e32b65f0eea,7
958-720 Medium,958-720,medium,b6d815e1e0fa284cefc23c6ef558b7aa3c622aee2bf45b5043b21ecb1550bc14,2
958-720 MembershipDevelopmentActivities,958-720,membership-development-activities,8d3aa6bff9dd991d143204307cd094b3db3f20e6e51c23136f73dee79668c15f,3
958-720 NaturalExpenseClassification,958-720,natural-expense-classification,4f24b5b50ccfb8a1faea505e3ac1c4314a9802e7836943ab07c44041fa46fe5f,13
958-720 ProgramServices,958-720,program-services,52586cf418faf84509b8d9761d2d3487ddf6a0ffc5f0089d897564ca884c22d2,5
958-720 SupportingActivities,958-720,supporting-activities,7bb78e83bae5a0ed0b44c071c814e81be9db7803f60b2362949faef75494d560,4
958-810 CombinedFinancialStatements,958-810,combined-financial-statements,090e42d84052f4eb6bce9d83072f88c942fd682a052ea1860affe96058eaa8a8,3
958-810 Consolidation,958-810,consolidation,14c472a4ae273ad212d5ec84bdfe41131610143c67ab9d308a4a5507f38aef27,4
958-810 Control,958-810,control,c3ce4106ae0873d4b070ee770356f032e55ab5506aedba1bba8f88d1f97d0ab3,12
958-810 EconomicInterest,958-810,economic-interest,ac03db460cec658022e854957fcc82f338fcb3cfcfd25db5c82c9b0d44e9eb11,11
960-10 AccumulatedPlanBenefits,960-10,accumulated-plan-benefits,4e2bc5fff3a76daa000668b1e69d3237f940539b7ed803a59d7df66b8f249624,10
960-10 ActuarialAssetValue,960-10,actuarial-asset-value,68322ec6b0604a16d7d909dffa05eb7b04414aa4983da58de786d4a6247a8241,1
960-10 ActuarialCostMethod,960-10,actuarial-cost-method,741404d7f431b72f81bc2b8ab264ef6b28a10681f8d89827d9b9e49ccbe836db,1
960-10 ActuarialPresentValueofAccumulatedPlanBenefits,960-10,actuarial-present-value-of-accumulated-plan-benefits,9950c702cc6fa64b39db938f1ef2a165084b8ea4f7a3206d9e0fc0d8d8a4f0fc,7
960-10 BenefitInformation,960-10,benefit-information,1e9225878670635a083f61f81ea51bce6458649cde866f1c7785ea033d43ff98,9
960-10 BenefitInformationDate,960-10,benefit-information-date,2ccce679b71df3d6d89d64e6f0324ff39130f1c6d49bc5d39ac52402fbb096d4,9
960-10 BenefitSecurity,960-10,benefit-security,5048f61a12a9bcd2a854a88139c67ef7cae14127d7f56d01b6e9d82738b81ca9,1
960-10 ContractValue,960-10,contract-value,0d4e85188b3d0dbc50bb8da5e98a9d6f1aefd94ebe464599c1a4cc199988526f,4
960-10 Employee,960-10,employee,7962d7c49773a8b7893533aec204104d344ea237e040c59be043104fff433e8f,8
960-10 FundingAgency,960-10,funding-agency,bbf2403a96cc7e07420b20080973873a70fa713e69a04cd1accc756986fc361a,1
960-10 GeneralAccount,960-10,general-account,de68e02bb34fbcd836b3633e162a8782d2f7c4131a8f7db846e3005d1a4b66b6,1
960-10 NetAssetInformation,960-10,net-asset-information,5a64533ba0738fe9f8b855f7358af0bbbd9e404ae7df231f7b7d61d5e9532351,4
960-10 NetAssetsAvailableforBenefits,960-10,net-assets-available-for-benefits,15222c999555f4aee82eff502f5cd6d48f22439e5e4100cf46665081cf597eab,10
960-10 NoncontributoryPlan,960-10,noncontributory-plan,61759a372207ff25613549169ff9e374d47c016ae82dd7cf6f61d097f0b9b065,2
960-10 NonvestedBenefitInformation,960-10,nonvested-benefit-information,b1bea40b1e8686f77c137c573331c771d5da93b677485bd3348b70ef031f35a9,1
960-10 PensionFund,960-10,pension-fund,130ffaa2f72b7c23a93328b4b733cb4bf8c8bc302897aed9bd26fe7c59e39c4f,3
960-10 PlanAdministrator,960-10,plan-administrator,b124d7386818ed876089bb0bb854188548c9e76bbc2c652a3786d36ac68d47b7,2
960-10 PriorServiceCosts,960-10,prior-service-costs,f523d330bf53acaede22e886e6c5ef18cae014aefbedec69afd6f088c5116fdc,1
960-10 ReportingDate,960-10,reporting-date,62733037ce83701447d6a7373d9fb362cc497e115d83cd430966eb4f916f40a7,3
960-10 RetiredLifeFund,960-10,retired-life-fund,84ddea1f68eeeb1d34068d366a119914bfe6f204b791c7da0bc71830771fc9b0,1
960-10 SeparateAccount,960-10,separate-account,66b4802bdd9ec4b31fa39f3cec677a8bec79cef25d8a24012078e8b4094ff59c,1
960-10 SupplementalActuarialValue,960-10,supplemental-actuarial-value,9f6b9e1b66e3256b3503691fe7d03ef8c83a54c1fccd8a407ad06f5986cc9340,1
960-10 VestedBenefitInformation,960-10,vested-benefit-information,a600f3264714b9d0c269d2729652500fbc90446f7d22d892618c015af001d80e,1
962-325 DefinedContributionPlan,962-325,defined-contribution-plan,3b1e95f67428043764f61ed656d45970a53ef9bd102d201c36a6b16872e6e756,30
962-325 FullyBenefit-ResponsiveInvestmentContract,962-325,fully-benefit-responsive-investment-contract,16221cd198df372c3c237d0866c456321bd42f3752d0203f336daeea442a653e,16
962-325 InvestmentFundOption,962-325,investment-fund-option,2f6b634e937fc7e0bfb0ab0e0813220073b8ed8b6fbc676074662a3f1181778c,1
965-10 AccumulatedEligibilityCredits,965-10,accumulated-eligibility-credits,b72d8fa1cb578f3aab7c2a492d8b3a57d6e68b9318a15cdeee5e4c6a73e46b31,3
965-10 AdministrativeServiceArrangement,965-10,administrative-service-arrangement,cadbd5ba2b8454a4f17edd471c2e047b87db73145fa5d4aaf353d7dd4658451d,2
965-10 FullyInsuredExperience-ratedArrangement,965-10,fully-insured-experience-rated-arrangement,06496f82c750088d93e8aaff942dd4afad0dd859834e2e5c660d405a45657a49,2
965-10 FullyInsuredPooledArrangement,965-10,fully-insured-pooled-arrangement,fbd95ff8881df03e4c862ec5f319bf44be15f81ed5d30fa4c9a5ae5e11fc5888,1
965-10 HealthandWelfareBenefitPlans,965-10,health-and-welfare-benefit-plans,eb93a64081b19a767e32de668c9a97ca30efe3c8f163bd411db6199800a5b958,19
965-10 MinimumPremiumPlanArrangement,965-10,minimum-premium-plan-arrangement,72cda43cf5e03070eaec307475cde8e2a9ecc87acf495efd4381a922cd5abcb2,1
965-10 Stop-lossArrangement,965-10,stop-loss-arrangement,0f36b3cda519db77a5b007955e2d0b268c74130016346b46d315c4ea0aaeb56b,2
965-205 401_h_Accounts,965-205,401-h-accounts,f2b5dbd7fc19fb7b84936aaa5bc0999e0e1e4141f39a0e5f650e642933daf8d3,4
965-310 ContributionsReceivable,965-310,contributions-receivable,7ef8b9071e1e2c61168697b26bf9c62ece77430daa6e73b272ef3fe69f9871a4,10
965-325 ContractValueofaFullyBenefit-ResponsiveInvestmentContract,965-325,contract-value-of-a-fully-benefit-responsive-investment-contract,7c9e58dbe60c8fe6d9a553e5a1de2b67f4267d9470358a0bcecd16e2412c11f3,1
965-325 DefinedBenefitPlan,965-325,defined-benefit-plan,c7cc6ef3638416d75bb0d5a7d4648388ea8cbccf74f1e6d6f8769aa40fa861cd,44
970-10 CommonCosts,970-10,common-costs,14d23316d95b7c34ad963dda2db72ab42a8fc3b871d82e39f779947f5e67550f,4
970-10 CostsIncurredtoRentRealEstateProjects,970-10,costs-incurred-to-rent-real-estate-projects,9581d7eb31efaaaf821b7bf7c3e07304cffa3ead9570cf5fabaf5e738c11a24e,2
970-10 CostsIncurredtoSellRealEstateProjects,970-10,costs-incurred-to-sell-real-estate-projects,2245ce44949f126e42cde8a8fff395bf1657226f93068a6331fb930798468e68,2
970-10 Deferment,970-10,deferment,fded2036317579ee5a2a26b37a2e272159e1494b7d4639430257349942ee7ccd,1
970-10 IncidentalOperations,970-10,incidental-operations,584769b7977dd2455b00080168d549bec3bb01f0e6e8d9e0577e80c733d6e5bd,4
970-10 IncrementalCostsofIncidentalOperations,970-10,incremental-costs-of-incidental-operations,5ba3ae117cb7462fdf917fc05c766d21203426348797913a845e78528cda12d1,4
970-10 IncrementalRevenuesfromIncidentalOperations,970-10,incremental-revenues-from-incidental-operations,c60ddc79401edb7b9b8b4ae8031a6829435c7f86479bf9a2263c87898a6edc14,4
970-10 IndirectProjectCosts,970-10,indirect-project-costs,d600b76b14f7bcf98d49aa7dab72a0a90e4f2116f367d230658c34ce6092a687,1
970-10 PreacquisitionCosts,970-10,preacquisition-costs,c9b55d59f27b506176a430e9551a287d0486a9e1a13b41a16aee8d26b50c03b9,3
970-10 ProjectCosts,970-10,project-costs,159f6b023813e6170faa0c5531e12e1d6a0604c64df8d284882dfd5f0dde6f89,14
970-10 Recourse,970-10,recourse,4d3c758a82a0b7eb33351a9da1c64a24fef2b89ae62bc20def09bc46d5b0f073,8
970-10 RelativeFairValuebeforeConstruction,970-10,relative-fair-value-before-construction,090a61a48ad1601a2a591cc87a7ef73bfe7079d4873dead13c1db27ee982f4d4,1
970-10 SellerSubsidy,970-10,seller-subsidy,ca612a65f43f7585197ce8dcdf28a4a2727bd3c692b69beecf1053bbb039c898,1
970-323 Acquisition_Development_andConstruction_ADC_Arrangements,970-323,acquisition-development-and-construction-arrangements,61ae880df232453ce35a65a3cc032448eb68737649973830aa2a34ec65cae495,10
970-323 GeneralPartnership,970-323,general-partnership,97c3f78a285bcfb52b5aeca5cfdc715f45fc3ae3c0cc41ad9c8441efce54b6b5,3
970-323 JointControl,970-323,joint-control,c5ae8aeb206406dd3718b46624c3cbec849a4d15433b160f201fb64bc6c99019,1
970-323 LimitedPartnership,970-323,limited-partnership,eb040e42ab0b596b6bd29201f83b046c706d5d0dd8f015f8b9a539661013b1d7,12
970-323 RealEstateVenture,970-323,real-estate-venture,e7d125995f289d77522820836be973154759505bb56d74378bd289fdc17e64e3,6
970-323 UndividedInterest,970-323,undivided-interest,85ce34ce75cca74a68a4fea7eb922c991bbc054d105c4e9ba6b6190c7ac4e517,3
970-605 BlindPoolorPartiallyBlindPoolPartnerships,970-605,blind-pool-or-partially-blind-pool-partnerships,b86f7a606911767cfa7c53855e86c3ff07fc6a6a9b13ed80dbade65cb0acc7b0,1
970-605 SyndicationActivities,970-605,syndication-activities,24b8182ca8d3d127aa7da1245a3dc060837d75569a6b9bec9b10e97e13a27660,2
972-10 Association,972-10,association,b2bdc3d606c695c4020709ae00bc1dccdaa07cc03b807fe16b0b550be918a792,3
972-10 CommonInterestRealtyAssociation_CIRA_,972-10,common-interest-realty-association,a5e9736fff96d621587e46f6e2d64db8ef7747de0b91812d23d5c3f737735962,15
972-10 Condominium,972-10,condominium,629ff7d2de1ae010f7d23bb601bb563aa5be7a6ff5b464cd0e3562f67670ab17,4
972-10 CooperativeHousingCorporation,972-10,cooperative-housing-corporation,3b321c2ba8c3c70c8d5edb19eb58fdb85dd8bb474822c2e94974f5620b408fc1,4
972-10 Homeowners_Association_HOA_,972-10,homeowners-association,a1b54ea29abbc8e1c23540e6b34e957a55c1ea14e7a28e332071fce7808fee1a,3
972-10 Planned-unitDevelopment_PUD_,972-10,planned-unit-development,a400177ce75bed9db1c17c31a88039feb2a1dcb40143ee3270abcbe975f7dfee,1
974-10 RealEstateInvestmentTrust_REIT_,974-10,real-estate-investment-trust,9af75b8ca1e3765da31869ff2a6ae46035dc4d900d61e6f4bb91f5c26bb8d354,14
974-323 ServiceCorporation_SC_,974-323,service-corporation,238eeb435062a7bbbd9e9f9cff918f4b3c85b7ae8967ce48157b54663a670da9,7
978-10 Amenities,978-10,amenities,84da106ba681303d20e70c2dd3bbe484bbd5c6290246a13233a7841f299647d9,6
978-10 Downgrade,978-10,downgrade,a2659e7de1ec91db3e87a4a869b5c133a00209897143c23fa7b8eafad718d691,1
978-10 FixedTime,978-10,fixed-time,fe46f7288428ba499bd9c4524196b90947ca635d3560b79024a3dc6e4622a087,1
978-10 FloatingTime,978-10,floating-time,362d13679224e0894e7c4929ca41d4fef8c77353c4622ebafc90e8b82fb53053,1
978-10 FractionalInterest,978-10,fractional-interest,35769bc0937114242c47a986d17ea6bd10ea4e25bf1e0c03cfabfa8be6752146,2
978-10 HoldingPeriod,978-10,holding-period,dd4b4f97983d14d837576c4fb8af677510dbeb24654eab48a47a83104257535b,2
978-10 Interval,978-10,interval,6da02617b5906a459cd4ee0c1b57ed7fe087d207ff37b0218700db1a6312a735,7
978-10 Mini-Vacation,978-10,mini-vacation,9b4d7a43dc7f8674d25fb666aba27cabe3418bdec2589e4b4412ae2257d83db2,2
978-10 OwnersAssociation_OA_,978-10,owners-association,ec2488c82325b6869ea5e5df93b8bccafd4680121bdb90fecfd8de83c94811d4,2
978-10 Phase,978-10,phase,78339e520b8677cf4d46096c52fb3292ad9aac05e7ca87d5d63fbcffe8635ffd,10
978-10 Points,978-10,points,b465029d02dfb13aaf77ff433d66b7aa4c6a3c587a2f2e310a79f80e9457f0d4,1
978-10 Project,978-10,project,38894b9e876d2a926d3e9b1e02bb25e5f5dd507c5bf59c52acd7b37eb9bb19ab,5
978-10 PromisedAmenities,978-10,promised-amenities,4d0ecfbe168fb6db4690efde023ce2abd9ec54f302169910607d18945ce8659d,1
978-10 RelativeSalesValueMethod,978-10,relative-sales-value-method,4fe367a89d76d3e0c82e0879797fdbc4971cdb7bb12243bfd4cd76a0c249fafc,4
978-10 SamplerProgram,978-10,sampler-program,ec82d56fabd1abda70fe7490f0a0bb26f1813ee19e52b7dc525d82c5fb576b0f,2
978-10 Time-Share,978-10,time-share,46705e12329fc4b4c97ce5497453f1186ad1fb42fa1260c9d53ab35a6107c131,8
978-10 Time-Sharing,978-10,time-sharing,ae23458db4f2e0a7c241ee18e62f97e8e7b380f2d298ac0ec292889251d4dcec,30
978-10 Time-SharingInterest,978-10,time-sharing-interest,46705e12329fc4b4c97ce5497453f1186ad1fb42fa1260c9d53ab35a6107c131,1
978-10 Time-SharingSpecial-PurposeEntity_SPE_,978-10,time-sharing-special-purpose-entity,6385e28778cfb515cfbe8bf7fb80ef33924c49e651e248d4e918a0abae4bade3,3
978-10 Uncollectibility,978-10,uncollectibility,223a9a4d66d729e11afda58acf8d83d3d9a8d36e509d914bbd7948390609a86b,1
978-10 Upgrade,978-10,upgrade,044eafe56835cf564a9b61177cc980006193135bedd2b7e672c23fb472357569,1
980-10 AllowableCosts,980-10,allowable-costs,920781c460185167550521ce60196a610158fa96c4962d0811fe9398f5b54d22,20
980-10 Phase-inPlan,980-10,phase-in-plan,d1b388602a26f4652fc18dfa1bbd5f16b3b06026c05b7253296dde9f4ad0a18c,9
980-20 RegulatoryAssetsandRegulatoryLiabilities,980-20,regulatory-assets-and-regulatory-liabilities,4f6c063f3427fab05f74d0dc8ba3e891cc1f0adb0694baa99e166d5889477bac,1
980-340 Capitalize,980-340,capitalize,48c6d9782d2a6cd6bab6750844e40726bfa235ffdd6074c1cd9b109c4e06e91d,7
980-340 IncurredCost,980-340,incurred-cost,bfeb5931104b9285c6e9a5cc1adf021e894d0891222b28522d6d89e76096b730,6
980-605 NonutilityGenerators_NUGs_,980-605,nonutility-generators,ac6454173970c5f2cf650b001a71c204d1f23375a2867f7c69faad3180e20463,4
985-20 Coding,985-20,coding,57408b9f0a45af8e085f499e22b5fba9346122509027af1ebc26624dacf3f8a4,1
985-20 CustomerSupport,985-20,customer-support,e897f9bcb1dcf8112eb4076fbffb67895fd8291b925d05e0757545b68e540711,3
985-20 DetailProgramDesign,985-20,detail-program-design,a5e4ba2eed3d8014d918017a0a0c6fbe4f7ce6308a659cba70cae0e66367760c,2
985-20 Maintenance,985-20,maintenance,dd52acdcb93c845a517091b14f0f30242db96a7647839d5bade176b0e0a88713,3
985-20 ProductDesign,985-20,product-design,a6d38d57b63df3ce6bb467960e52efad76e6b53d4c83d7f87ae2ccede11a9033,1
985-20 ProductEnhancement,985-20,product-enhancement,546e2b16fffe9f0657bad6344c6681b10ff6d656c8cf37c9b0b39fe6b3ff1136,2
985-20 ProductMaster,985-20,product-master,9a41295c473585698d75a71bf9d2269c815fb84bef51fd48dcff07de58741a3d,3
985-20 Testing,985-20,testing,4301b8d1f32043ad6da6fbe8312679049d27b14e8d1c12505c7d0ba60f974eb3,2
985-20 WorkingModel,985-20,working-model,d7aad6f32539a15683c6fe37b8f96f1a03f1b6eb9042882ac1a9df14c51d4597,2
985-605 Customer,985-605,customer,07683a84f892977de040c8775e084624cdcf52c77d881526b98431e55994e80e,190
