definition_key,defining_subtopic,slug,sha256,links
718-10 IntrinsicValue,718-10,intrinsic-value,0f81c914ef37392308c2f3537d0fba4ccbcbadffcc110cd8132672fad79fbb2f,13
718-10 LatticeModel,718-10,lattice-model,74dca179001f3d658b19650ed6860903501199f19a662f60eae61f22672acd1f,2
718-10 MarketCondition,718-10,market-condition,774dee3fa748395c6c4aa893e96727a47057cbb74b3ff54c4bb30fa8afb1bc7a,10
718-10 MeasurementDate,718-10,measurement-date,a87a25faf1238d15ff4ab5d5bd4420b64daa1a881de8495e263f50cf75ce0132,3
718-10 Modification,718-10,modification,b22466e35882be760cf163c4a8a692dc8d2420e03674d5716bba139173b6dc0c,14
718-10 NonpublicEntity,718-10,nonpublic-entity,3e8e2a13ad4b51a488ec626300bdd4e29f817d93f6434f9f001f42be471aa528,9
718-10 NonvestedShares,718-10,nonvested-shares,ca8592dc5d51f14bd8697c31b8e72395fde4b9db87eeea27bb7949bf6d37ef85,7
718-10 PerformanceCondition,718-10,performance-condition,0c7e0c0a4f8b0698e2039efe695f3946a8c3a2ec9459ed34a8e9e2547db1d62a,18
718-10 PublicEntity,718-10,public-entity,35bef94b62a261f0de2e2d1d01dd825a0972f3af85ff1c7d606364647dc8cb96,5
718-10 ReloadFeatureAndReloadOption,718-10,reload-feature-and-reload-option,b3b1ff4aec9c837cefa067f9e4908163d601a2497bb802748f9ddb545d603ac1,3
718-10 ReplacementAward,718-10,replacement-award,a7439bba63645ead0be38eef04de4442bb215fad4a27a9c646196458b2612ca3,1
718-10 RequisiteServicePeriod,718-10,requisite-service-period,edb038f166c72611b6028aa33a280fecb922451d707d97c94a661cc59e07a7a8,6
718-10 RestrictedShare,718-10,restricted-share,c781da0c236d8113317e6bacfad07e4abc6853f28bccbec67ffeaefaad49b662,4
718-10 Restriction,718-10,restriction,3c5f721624345a2eb415edb3d61de62ef8108181d3af22a55a06c6c8656640e2,3
718-10 ServiceCondition,718-10,service-condition,2fc071ac6dc2903c9ee2af76ea4cdee0543f6108c47fbbc447a5726560226eb0,13
718-10 ServiceInceptionDate,718-10,service-inception-date,b575cfdd9c19cd969b3db969b4165f6b0e654cc27427b0913b82e87eb0e343de,9
718-10 SettlementofanAward,718-10,settlement-of-an-award,89c0addb7136e46c32a73400826dc798ec01eaaf515694a4bc219bf958545146,13
718-10 Share-BasedPaymentArrangements,718-10,share-based-payment-arrangements,7acf9915f659ad2e07f0c1e79b520e0bb44f34108f2fb0f3a1363aa1d00930a6,22
718-10 Share-BasedPaymentTransactions,718-10,share-based-payment-transactions,435165fc7b9c6ed8872bfada97d7d04efa898a6cd4a10794b191e2e888cb196a,13
718-10 ShareOption,718-10,share-option,53faebfbccebff244beb62a24ac01287093341ecf07a12cb0cd27af925077501,13
718-10 ShareUnit,718-10,share-unit,646d20d14fc18f7319e38175fcfe2bc19455624f34dc3ff6a421c19290baf91c,4
718-10 Short-TermInducement,718-10,short-term-inducement,3188391f77c9973ca127b2bbdfcc7945a4a0894ad84841aaa23e8dec08b7bf7b,1
718-10 TandemAward,718-10,tandem-award,939fadaa34bf65506cec9f105eb8e7b85484332143cabbfb14a838d727d527a1,2
718-10 TermsofaShare-BasedPaymentAward,718-10,terms-of-a-share-based-payment-award,f7a4864e4b2b2d3572a909ce198c1319df9af606357be9ce7f4d61f8e1734923,3
718-10 TimeValue,718-10,time-value,12e9e3e1179f4243ef48c0020f1ce69e9623c28b646e37a1adcf2770eaaf819a,5
718-10 Vest,718-10,vest,e2f238b259b789967161e1414a423120492bdb31f61eb7ef6a6dbc8f006ace19,10
718-10 Volatility,718-10,volatility,3862814794f8479cfbfc4c3dbaa4c1adae1382dc0cb5b5c98f4e5922fd62174d,6
718-40 AllocatedShares,718-40,allocated-shares,c69a2c5eefe6214368b124d5473740129967e2131a04be37273abf097b935840,4
718-40 Committed-To-BeReleasedShares,718-40,committed-to-be-released-shares,da0d6c4671816e4ca1c44048b6828c3f12a1431b2f9f719398b33016b17b183e,5
718-40 DirectLoan,718-40,direct-loan,b9be2b69c336deda969666624d0ac5f7574cac8a686e6769fa342db263e688cf,2
718-40 EmployeeStockOwnershipPlan,718-40,employee-stock-ownership-plan,35baf9e4b6dc133b8bd57e776947e1552cdb43f112f6d17dd30dac556c2d8b1f,27
718-40 EmployerLoan,718-40,employer-loan,a5970e11950feac4483e2316c2a5d1934f59b4484101f17524dc791ed30909c6,2
718-40 IndirectLoan,718-40,indirect-loan,efbf56adf704cb1a4fc9aae36399ec0cdbf1d584a4bda2cd7e8265d9878fdd1f,3
718-40 SuspenseShares,718-40,suspense-shares,d47c40eb58583159a7061f0218d51a6d65e20a8542c81fbc1be955a9129bacf6,5
718-40 Top-UpShares,718-40,top-up-shares,4cf86fe03e150815358dcf65235b616b3089f92ae51f883e7654984a02e16edc,1
720-15 Start-upActivities,720-15,start-up-activities,4096c30cbdee8815ae7f4d1f9907961089600490a41a28c34a988e753932e3ff,4
720-20 IncurredButNotReported_IBNR_,720-20,incurred-but-not-reported,9ce02260e288fd2901221707ab6f241b256ac47eefbfc38cb71dab5e5fd350b7,7
720-25 Contributions,720-25,contribution,7bf0c5af0ed1688ac2c66cae42533b8fb786645736fc733b85cce17cff42e4bd,156
720-25 PromisestoGive,720-25,promise-to-give,0ea2be088421e3344149cf47383c23a86dce6e0cc5613cf84e042b886efe4de6,39
720-25 UnconditionalPromisestoGive,720-25,unconditional-promise-to-give,88080667704f5461c35d0669e282e010b0ce96b9b98e0a88328e16648239cc56,30
730-10 ResearchandDevelopment,730-10,research-and-development,6cfbcaf94db2827a58cbe3f3fde5d4d16ed2201cd9675c89725dfe39a6b38b4c,11
740-10 AlternativeMinimumTax_AMT_,740-10,alternative-minimum-tax,7cecf7274ae30054be4ced713e879e3a74bcb5cc94889b8316742e3b3ab88305,3
740-10 Carrybacks,740-10,carrybacks,354a80e58c581462f7fa0d5f570ec96ec0f5d5199957a7eb1e33a64f458f0096,2
740-10 Carryforwards,740-10,carryforwards,886c3ccd6a699b3af5e274c0505f8c5ae4d435169845a07d8b59376be5c4fa6d,16
740-10 CurrentTaxExpense_orBenefit_,740-10,current-tax-expense-or-benefit-,229b407a9953d08889cafbc45e587483a23be036861cb8f86133bf62a1d46f65,3
740-10 DeductibleTemporaryDifference,740-10,deductible-temporary-difference,ff1235d0871ebb915524584df047c368201c0d707b9188c10a0ebb70360c4c25,10
740-10 DeferredTaxAsset,740-10,deferred-tax-asset,c1b703048b53f1b96b980186e996f7b3dc6c94ca27d763bdce8b1dda69de3ed4,24
740-10 DeferredTaxConsequences,740-10,deferred-tax-consequences,c3f93890f8203d379ec152a2140ba1c29c22331b872bf1d4c5cf63443070941c,3
740-10 DeferredTaxExpense_orBenefit_,740-10,deferred-tax-expense-or-benefit-,417ebd3dec828e4bcde460ceb639d8fa3ecb82a110029e27826a87152ec197ea,11
740-10 DeferredTaxLiability,740-10,deferred-tax-liability,38a0e52dfcdc14aeab0cdaf5d0c874e6978e41ee5fed5bf60cb41b35d165454b,20
740-10 Event,740-10,event,652d9802529e8d71a121dcb1738474a4cedb619ed8bc6866d3e5316f04789866,8
740-10 GainsandLossesIncludedinComprehensiveIncomebutExcludedfromNetIncome,740-10,gains-and-losses-included-in-comprehensive-income-but-excluded-from-net-income,368e5e628b40f034332baea72630fbd0834e45f9ba59a78de1124170f4e21b95,2
740-10 IncomeTaxExpense_orBenefit_,740-10,income-tax-expense-or-benefit-,6fd0fc66dc272f02b7ab09526c13afd1607cb0f7332f18a13c54dd08675fe342,9
740-10 IncomeTaxes,740-10,income-taxes,01f4f81e58f4f190a2ff2adb6daa8ba6dbd0b8e50dd48c8460a1d8c1b07cc030,36
740-10 IncomeTaxesCurrentlyPayable_Refundable_,740-10,income-taxes-currently-payable-refundable-,6bc4adb57f6699f070cc4ad3e25933aa7c12a110ce70dd22db60096e217cab34,4
740-10 NonpublicEntity,740-10,nonpublic-entity,befa54fe3c76082ad1548370395f58568a086460848a24f8fe8af7c3622e99e9,2
740-10 PublicEntity,740-10,public-entity,4246656f07c2a4acec8a95b1b66be3ed82adfa6ccdee31f7a788a3897a9e9b95,1
740-10 Tax-PlanningStrategy,740-10,tax-planning-strategy,1058207a5ebd1d4b27ad964be399a5681329ec30fe30eb884001342b4460aa9b,2
740-10 TaxConsequences,740-10,tax-consequences,8089b9a3e74ffce01d670ae383fc70f909d7e989b3249448feea40da4fda7de9,8
740-10 TaxPosition,740-10,tax-position,852fb3d4336c982c07b7532bcd20f842b817cdfebde79c2ea4fbc234d454997b,12
740-10 TaxableIncome,740-10,taxable-income,a2117caf92468109dbd583c5be39e4fe412e76f3a9d7111e3e174589a803f838,13
740-10 TaxableTemporaryDifference,740-10,taxable-temporary-difference,489f66c1d5c4391b15e0e5aa246627de8d057bb5b1b3c3959ec40594a4aba086,6
740-10 TemporaryDifference,740-10,temporary-difference,ded25ce330f4a4ce456643747eae5bd25b4471d163db2a91aadfdddc0f09a67d,24
740-10 TentativeMinimumTax_TMT_,740-10,tentative-minimum-tax,edd0f41f6a2ca54b5d89b7b247fb25c39a46bdd4de02feec5b61b8b66f0ee0bd,2
740-10 UnrecognizedTaxBenefit,740-10,unrecognized-tax-benefit,ac54cd57eb451d2aee7138894f2e244daf0dcc5d8ac784e16f9f0d5a061bc49b,5
740-10 ValuationAllowance,740-10,valuation-allowance,2d0346998130bdfc84f2e0d7495bb236e774b6ff085f1f4aa11812fb538e0118,21
740-270 Benefit,740-270,benefit,7cba46e988c960b96f25d5ad2d518b4ae250afd3074a71858c8dcbde515e6d35,7
740-270 OrdinaryIncome_orLoss_,740-270,ordinary-income-or-loss-,5664a08e452c6482d0196b56956f05417f60156d386e4087c2aae56813deb4b2,6
740-270 Tax_orBenefit_,740-270,tax-or-benefit-,89d56d5816bd06850e841d9ace1cbaf383d415af2c6497fe67da6d801dadf035,5
805-10 Acquiree,805-10,acquiree,062b204b89ba151ddad674c0ddd06794f50eecaf8da2cfb3b479126ab473e534,54
805-10 Acquirer,805-10,acquirer,dc0658cef3b37fe2cf3410f98162ba606eac893b8ade49b1f882b6f10c459b7a,82
805-10 AcquisitionDate,805-10,acquisition-date,06dbf385437e1171a2e27b1cd786283b29a182c69f39797f6fe2dd98713c7cdb,45
805-10 Business,805-10,business,b05cf44843ec79ca59db2c42f79e6cf8177b861b70cd9ecc81be95b14b8ece28,90
805-10 BusinessCombination,805-10,business-combination,a5d0a0257679206ba7b202442e550ca0df881de9bfaff7eb48a068ed215da2af,76
805-10 ContingentConsideration,805-10,contingent-consideration,ec04c56815a203367a12d7b850356f902961be17026dadad6d07926b363bf957,15
805-10 Control,805-10,control,e0ea1487194ac21b4bd143eb05c1edecbbbe606d33c1dd7f4ebfc13b72efe7cc,13
805-10 EquityInterests,805-10,equity-interests,a6defe11d22e3422f791f5fc70454f4fd04a84957aecca5a03633f19f49df734,16
805-10 Goodwill,805-10,goodwill,3a077762baa0057ab6a82994d8cf8c3bdabdc8ef30b19be4040291ea9be0653a,74
805-10 Identifiable,805-10,identifiable,9488f9c6fe46bb627f3e2c704cc09186e64eb93e469c3e4804b5ef6ffa76e70f,20
805-10 ReverseAcquisition,805-10,reverse-acquisition,d5433a316d5518084ab5d00fa67c4c4ff2b6dcb85bd548c31fd8ea9427de7738,9
805-50 Dropdown,805-50,dropdown,d426996f29794bca8b2634e0b28891830ed081777d7cfff2af4e9a14e626d307,7
805-50 PushdownAccounting,805-50,pushdown-accounting,8d5b18ea7e2cceb97a3f20c69405feb03b15615660d5ef32881228293038e13d,10
805-50 Reorganization,805-50,reorganization,1c23d3d55834e303c6a6742cccd0db32695b35e9af103655f713314418ec9a8a,1
805-50 Rollout,805-50,rollout,e7459a9e03ed6693d374320c0b873cf624f369f5018f7dabae797b8b24decd12,1
805-50 Rollup,805-50,rollup,138e0ebe92326b09201a1da4783db55707d7da3f86e5a30b628576ea11575411,2
810-10 ExpectedLosses,810-10,expected-losses,48bac148e3c0f5d96f1debf528989707c37b5e08c0069ad15c75fdc79837d7c5,8
810-10 ExpectedLossesandExpectedResidualReturns,810-10,expected-losses-and-expected-residual-returns,8a22559d0826a7e7e8f7b5f82442779db19446999e4fa8b3cd0ce30c448e82db,3
810-10 ExpectedResidualReturns,810-10,expected-residual-returns,8e4eab680990fdbb48f9e644bcba7c5c9dfd94c2e3c8fb4b0a072cb48f79f0a3,6
810-10 ExpectedVariability,810-10,expected-variability,bf8daf46c21681445d769fc885879a3289d0bd7ce4db7abfca6901d2b42a0c93,4
810-10 NomineeShareholder,810-10,nominee-shareholder,c831766fe9cf27498f4182b41ff32d7d839507c88ae82aa1d0c9bbe711317411,3
810-10 PrimaryBeneficiary,810-10,primary-beneficiary,407c08089d5e3a47d5795f0aadd3e6de5a54824c54c4794ea92340c116e33a58,15
810-10 SubordinatedFinancialSupport,810-10,subordinated-financial-support,6c1608d502ace1564083a87cd4695fa4fab8bd8af721dc59f97c0cba808cd641,3
810-10 Subsidiary,810-10,subsidiary,1a074fc2ebc963e1abb3ec244128a40773e47eff1ab756d92a22940e1cb3a797,38
810-10 VariableInterestEntity,810-10,variable-interest-entity,d8ff16a174e46d8a37d99c5ad825d6b73fb62137faba803332f752f71dbb85c2,22
810-10 VariableInterests,810-10,variable-interests,68cc7cd1f17db7ea490fb9142c361343b44de0cfa1e1a671b95af1b01380bc62,5
810-20 OrdinaryCourseofBusiness,810-20,ordinary-course-of-business,4323c45329eb733c9dc0540e514fb7b4a0ebfa2363c80176d050060594f325e5,9
810-20 WithCause,810-20,with-cause,0d63135daeec251efe8e98010a071dd48db598bfd7a7673af9397b67e6a99f9d,4
810-20 WithoutCause,810-20,without-cause,89cf8880e5ee85afa473e83b88f11b4fa3600b47ef11179a308f3acec866085b,4
810-30 Sponsor,810-30,sponsor,f3873a1ee5d23e7f899a815f6dd5a56d96ca8d7fa8dc9c5e7ba16ea08221bd37,8
815-10 AsymmetricalDefaultProvision,815-10,asymmetrical-default-provision,4a99f4ab6e9a5dc919c81872a7bca7cf5577acd78859a7a221e8b6a30f5a8ad8,2
815-10 Bid-AskSpread,815-10,bid-ask-spread,8ca43cb881b13bb6c70ed9b6ea6ffab38ff48db9e1f3b25c942406ed02436611,1
815-10 CapacityContract,815-10,capacity-contract,660ce53ae29a9dd3bdd9211286548529484ca2c938f8757238f4b85ad18b2aea,2
815-10 CashlessExercise,815-10,cashless-exercise,7e8ed7b95ccdc29918c003d735254af8fdb0f16e299442641e199d383158e90a,1
815-10 DerivativeInstrument,815-10,derivative-instrument,997540f9e484e634b6bf77342f9f28e62ce2d64dabd5dec4b93509b878a8e894,45
815-10 EffectiveNotionalAmount,815-10,effective-notional-amount,ae26dc75d138cb320b797a86696ea946fc65f346accef7e21b9d6c611385c4b0,4
815-10 FaceAmount,815-10,face-amount,a702dcb619dc3b3924dbd9e47d2cbd30c60293f2d29256401c1b72ff222331d5,4
815-10 ForwardCommitmentDollarRoll,815-10,forward-commitment-dollar-roll,9d0776944e08f42a4eff14fdd34dd41582a2cecb3cef02c5a647dc2c1a171d4c,4
815-10 LoanCommitment,815-10,loan-commitment,cb69814ac10664091866bdd2fe0e5d21bf3b148b182d465ea68eff0079c60117,5
815-10 Lock-UpOptions,815-10,lock-up-options,94cb93a015d6d681f300ba155b8626e3780c5dc2ef5f811aadc8dc735ae17ff2,1
815-10 NotionalAmount,815-10,notional-amount,68ccea86c398bde0fabeeaa964971c809f9a08f63f88883b7e4e3ee1bf64bc44,14
815-10 PaymentProvision,815-10,payment-provision,27bde9d062e0780fb2f64c132b7d03136f09fe0279f723b4489d57bce89927f1,3
815-10 PrepaidInterestRateSwap,815-10,prepaid-interest-rate-swap,6ede3492f8cb38064593e05575b92a3b3518858b6f8b67c9b8cff3dab4f7762d,1
815-10 ReadilyConvertibletoCash,815-10,readily-convertible-to-cash,25993f84cc288b69671d6cde098cd79a5b4843ae77530530a483cf78146356cc,11
815-10 Regular-WaySecurityTrades,815-10,regular-way-security-trades,e25cc005de69a06464e06e00c1343de03f45e9d8dec32765ca5950b1978b8b30,2
815-10 SyntheticInstrumentAccounting,815-10,synthetic-instrument-accounting,9c07d5eff0c42c6c81865ede373509817bf490a44409d2d3250f746732ce6b76,1
815-10 TradingPurposes,815-10,trading-purposes,3f3b78dd12d5f61b4faa2b5f4b2c5eca590f43cb20087bd17ada54f4ef10cc38,2
815-15 Annuitization,815-15,annuitization,8f19631c723104b2ccd289a149bf4921f2801af410d5f176fa75066bb0a9d7f3,8
815-15 EmbeddedDerivative,815-15,embedded-derivative,530b83f512247ecbc21858544e870887ba2fe7380a366ac897235588e5450a31,13
815-15 Equity-indexedAnnuity,815-15,equity-indexed-annuity,28c5e6268c0af6983bc74b6b0c5be8ecb284628c6a2ecd4bf56bb007beba25eb,2
815-15 EquityKicker,815-15,equity-kicker,3ff6abf4d2aaaa740a746265fccfe7fec83214eaf125f592fb42f2c6de0daa75,1
815-15 HybridInstrument,815-15,hybrid-instrument,adaa39246a57bad23a4879d62d5068bc8736d38716cb323d6c1a581396fc5f39,8
815-15 MarketValueAnnuity,815-15,market-value-annuity,5ad0eb7d31fbf9b08dd945ab87e0efdaea722a6e2663beb4f2a8643323b7d513,1
815-15 NewBasisEvent,815-15,new-basis-event,761416693c59e8066085c88b902546c9fe2955287451fabf7c9d6b411d7bbb43,1
815-15 PeriodicRatchetDesign,815-15,periodic-ratchet-design,2d43a4b404c422f0e7eee8909d3c24ec843671241354f4caff1ab9a3833f0371,1
815-15 Point-to-PointDesign,815-15,point-to-point-design,e87ca572fa0dec0b5f46228fdb771efd95608de71b57c918033f65f98775793c,1
815-15 RemeasurementEvent,815-15,remeasurement-event,ea17f3c8917a8dfad5b55d37ff8e4e4c4ec8951dc632df07ab042a09f251a1e8,2
815-20 AuctionRateNotes,815-20,auction-rate-notes,3f9e9887b416ce7471a9f9072dd22f6e0aa38677b41230e994a8308b6ee90204,1
815-20 BenchmarkInterestRate,815-20,benchmark-interest-rate,5413818b9f574fe42ff596c9dac71f5a3b90bb19fd32c02cab80bdf2b4e3475b,8
815-20 CreditRisk,815-20,credit-risk,ad3f96e263133a5c35756b5c09b0c635db0fae513535a76abec0f7f79391c815,17
815-20 ForecastedTransaction,815-20,forecasted-transaction,0a1319bfc97d945e9614e47ac62986d79eac9061e26e3a6862abde7939244fe9,14
815-20 ForeignExchangeRisk,815-20,foreign-exchange-risk,013e5e137ebfdd55ee0dcaa30331284d8d0ff4838321b816276979ea7595fed7,6
815-20 InterestRateRisk,815-20,interest-rate-risk,d0dedff7aa773fe956dcb4b9a43c7a2a4c169aa13e249ca5ea828ff2b5ae5cb0,17
815-20 InternalDerivative,815-20,internal-derivative,b991df4ae9de27a2d5bddcf0f1dd937ab5d673d9c7e2a503b00f06993d2ff254,5
815-20 LIBORSwapRate,815-20,libor-swap-rate,fb38cf362a9a3348da030d351497d9f92b84f14e690239eac2fc38f7f4293b0b,2
815-20 LondonInterbankOfferedRateSwapRate,815-20,london-interbank-offered-rate-swap-rate,8f7131773855547af24724049ec82db5095b6b0138f21240eb52f1bc89c2fe41,4
815-20 Make-WholeProvision,815-20,make-whole-provision,9c7fd9174de9b17e3ba4ac9a8cb71909611af43b95ab04bc813f55c8bf3a5460,1
815-20 Prepayable,815-20,prepayable,d1e6f1a33456cf9c7de1284fb8115f11017304a51cc53b875344222ffd29372b,5
815-20 StockAppreciationRight,815-20,stock-appreciation-right,7f2c394dcebaaae8c84dbe2229ce08e0d9bb9bedb5cc444c593f0758db1ddf0d,1
815-20 StubPeriod,815-20,stub-period,9dad62533455b5d83437c2348f81794370f6e6ec0a6376fcd3d835d2d256a274,1
815-20 StubRate,815-20,stub-rate,6e21461223c1484866aafa094c363d66715970bf15de00109c44858a4eb9e01a,1
815-20 TimeValueofanOption,815-20,time-value-of-an-option,7765eab3ebcf1dbcb3d1df34450f06cd70d8ec726864e2a0049cca745203e104,2
815-20 Transaction,815-20,transaction,138fb8282604aef65a256e1780c97071fbcb6cdec6644ff1dfb6462a743095bb,25
815-20 Zero-CouponMethod,815-20,zero-coupon-method,40d9c484c039ed5bd45af9a7c1824ab3106aefc1c4f2d13da2a83ace1af8993b,2
815-25 FairValueHedge,815-25,fair-value-hedge,2f208af10f9a1fc1fb93731b6d2876cef003e1cb01ed55e3319ffa6cff2a35a0,17
815-30 All-in-OneHedge,815-30,all-in-one-hedge,6a84bdf4ccc1a4de814acea2dc4ecc8243435be00733d3633ec2b26cc0d06c7b,5
815-30 CashFlowHedge,815-30,cash-flow-hedge,e32821c341e7cf08d7695a98af049f44a27eaf5cbdabac5ff297220f38f0d3cd,16
815-40 FreestandingContract,815-40,freestanding-contract,4f011aec26a44dd08ac352f79edbb306eae5ffa1d6cb7d9c0beefe40058384eb,8
815-40 Make-WholeProvision,815-40,make-whole-provision,36271645d53ef552b674e6dc84ff88fd3ec991cdc654ff0365b9578938691780,1
815-40 NetCashSettlement,815-40,net-cash-settlement,e07d880de6522f37445777f0d02057ca3bca2ca498cb850784989ca8acd6db45,3
815-40 NetShareSettlement,815-40,net-share-settlement,d32d67fd59f323567a8b6910129d7897c4e7fddfb97c23f77821704275917c2f,5
815-40 PhysicalSettlement,815-40,physical-settlement,265ee82d47db1a5c599f97630d929e94e4650319fb3113a71a2a38464d45d3eb,4
815-40 StandardAntidilutionProvisions,815-40,standard-antidilution-provisions,d33fd8e9835b38f1070332f4202f7e199810fb0b03c6834471387a1392071270,5
815-40 Top-OffProvision,815-40,top-off-provision,bcf6e6a07dc0db4406700ce9e7f73b8f1f7cb004417d0ed985bf19e3fdfe4adb,1
820-10 ActiveMarket,820-10,active-market,a885b180cca0792e68b44cf1bc3086a174c8d493377dc4c2fee5544e54bb0236,5
820-10 BrokeredMarket,820-10,brokered-market,8bd98f53628e2df65082852911b296ceeb57f357819099ed7d658d74be0c5297,3
820-10 CostApproach,820-10,cost-approach,b9fe98bf8f28269a0df32bbe26b84d2ba236f4422e14d3fe78deaa563d51e616,4
820-10 DealerMarket,820-10,dealer-market,ae9f5809a066b9edd50ca020e372bd8e58e4d6cb2ca82afa3bfc41aee6c397c8,5
820-10 DiscountRateAdjustmentTechnique,820-10,discount-rate-adjustment-technique,5788e316ef68a354a28ae3f1b3b9db8ff46f5dd41b1af03b850e64ae000613c0,3
820-10 EntryPrice,820-10,entry-price,21bbadfe04d244d87af464f6b66642181f2117afd8b5fd59d32af1c4cea30462,2
820-10 ExchangeMarket,820-10,exchange-market,ca02089febc161a72fd0ec37b98620e90eba0603a275ec4d8dadbfa80641cc65,2
820-10 ExitPrice,820-10,exit-price,ca3795a394e15c97890d463513766b0f72201cbb1679e11ece062ddbb3233a2c,5
820-10 ExpectedCashFlow,820-10,expected-cash-flow,c7d4b3e9acf3a540727811e831601021c7485d152716891e895693efaefc1e2c,8
820-10 FairValue,820-10,fair-value,9b5b69c2c8338b386130c758bfb1c2f11a55ed9270f1065d26ce700af9150e64,337
820-10 HighestandBestUse,820-10,highest-and-best-use,2bdcc3b5ac296f336946ea025e078194360c4ab38a77c57e78b292aa92306e52,5
820-10 IncomeApproach,820-10,income-approach,fc2aed94cd4a22d46a508471a74e956bd79d8cb7021898ea6acd8e2b34a92f62,5
820-10 Inputs,820-10,inputs,e39a0d3609c60678f955dafda6a73ca03fc3657e2dbc650b038715d0bc49e707,4
820-10 Level1Inputs,820-10,level-1-inputs,2c76e3c8393124bffff9863e78489c684c41a32a4e1868de19c4add5259ff91a,5
820-10 Level2Inputs,820-10,level-2-inputs,ca3f3c1a0b40771551b1fd287640dacf86cc608adcc05f464ba38de30b194bec,3
820-10 Level3Inputs,820-10,level-3-inputs,0ce16797d22a4a5155e0e5ac80361276d668787eee5d41ac131a41c0d75aa679,3
820-10 Market-CorroboratedInputs,820-10,market-corroborated-inputs,df00077a4d0887ab6d8fadb41bb355b52c55a9faae38d548666d9cb10e0d3bb5,1
820-10 MarketApproach,820-10,market-approach,54464f788c38324cf8b495956ba996c82c131a646e346e3351eef73550e7f431,4
820-10 MarketParticipants,820-10,market-participants,566103f8c687f8e582d0fe3182b8f0f0d20c585379e1461dbf9ec15887073788,18
820-10 MostAdvantageousMarket,820-10,most-advantageous-market,364ba694f9471e9681fdf079ca4d4b645351db32dd464856ed36e826334e33d6,8
820-10 NonperformanceRisk,820-10,nonperformance-risk,f2bc04239d2b0a12823325d87636651b7417b1bd2cf7946c85a1243e3d1376bd,5
820-10 ObservableInputs,820-10,observable-inputs,0cf4120402231440f88d8617cb679a176c423e0c12252d6d7ee35cf01555581e,2
820-10 OrderlyTransaction,820-10,orderly-transaction,121cbd087743840f4792a4884fd54902249ae0cdc4b5c8f78c6769d17a8170ac,17
820-10 PresentValue,820-10,present-value,775a8212ae827427fb48c024fa9811eb73d0eb77d616523a16036a7da3c084df,3
820-10 Principal-to-PrincipalMarket,820-10,principal-to-principal-market,44d9b95c0a58c323326e8f675b7f6e3a80aab3941d11a66d1be27cf5e69c2c76,2
820-10 PrincipalMarket,820-10,principal-market,6d18682843f46556abec30a60cc47c792025af893733481fbc35fe0ce72e509f,8
820-10 RiskPremium,820-10,risk-premium,02fb0c3086b30c167a0c87663d2e59ccdc6e22feabd2002f69ff9a6ca89714bd,4
820-10 SystematicRisk,820-10,systematic-risk,3c6576fdc44c389b91023893216239b670f9172235817fdd47a703e6cd0bd3c7,2
820-10 TransactionCosts,820-10,transaction-costs,e1033bf781f744935ac347f84b751e5200849831654ee6cb188faf804a6c6a40,4
820-10 UnitofAccount,820-10,unit-of-account,31d3e9e5c5d62ccaa870247e273475aaddbc0003744c359fc2b59ff8cbf64b98,4
820-10 UnobservableInputs,820-10,unobservable-inputs,7fb96760170d8fc5154bfedbce125cda6aa4d4b9b8348adea9a200d2b0bd2507,4
820-10 UnsystematicRisk,820-10,unsystematic-risk,338f9aaa8ce3494e3daeb634f8801fda0cff634b8b6bd75ec812adce4c8645fd,2
825-10 ConduitDebtSecurities,825-10,conduit-debt-securities,65a2c715a6dc59d0d3bec79e65dcd802d81ac08526e0757a031e73181acf285d,17
825-10 FinancialInstrument,825-10,financial-instrument,0b1708353f06f3bbb29fa730d411f4db2881e02d011c367c447fa62542e880b5,62
825-10 FinancialLiability,825-10,financial-liability,a8ac28448ae06da963a1e443982b0e861ae1f600fd4701a8ba79c1773f9dcbfe,7
825-10 FirmCommitment,825-10,firm-commitment,ccd07b9967868b63cc94edf2d285276aa12702ea34acaed82a424544a86fcf29,13
830-10 Attribute,830-10,attribute,3116d095ef24a9d94ea9216636c88bb76799ecb861b8ceb453b8f5993b010b51,1
830-10 Conversion,830-10,conversion,5b3eed78c6ec6abf4eba11955878353653f3af94166ebe322332751434e5ff7e,1
830-10 ExchangeRate,830-10,exchange-rate,8bd29c26963a1695c035d07558b07abadfe706e6cc69443229a3dd4ca701a8fb,12
830-10 ForeignCurrency,830-10,foreign-currency,02e6ca5759cac32abe041ebdeacdb8954df3bdf44e962e089e45102d86d6e77f,12
830-10 ForeignCurrencyStatements,830-10,foreign-currency-statements,6a227ece3660476b0348c2b6a5fddf10ba6c4d4927ff290aa721b2dac07894ad,4
830-10 ForeignCurrencyTransactions,830-10,foreign-currency-transactions,fb4a040fb33408f3a43f3e30936bb371e16956973402ee3c935d4ecaa36788e0,11
830-10 ForeignCurrencyTranslation,830-10,foreign-currency-translation,4c397e18a4849a210411598a8024e56a8756dd14e9cf755c1939f42ed07fc4bb,3
830-10 ForeignEntity,830-10,foreign-entity,b57a5a122da00a4182aecc4cef44c6950b944674c3d19d5d2b3396db7c692f7f,10
830-10 FunctionalCurrency,830-10,functional-currency,13b72b85bd4c9d337f5dbc46364ff8b327706d8b3f2acdf057daa55c7122bab2,14
830-10 LocalCurrency,830-10,local-currency,1928f3e643b516970acebaac06d2504df293e0de90f871e8a756e94bec6bfa1b,9
